id,price,date,bedrooms,sqft_lot,standart
3821200050,119500.0,2014-06-04,3,11000,low
3352402250,119900.0,2014-10-21,2,3180,low
3122069029,120000.0,2014-06-19,2,39964,low
7893203565,120000.0,2014-10-27,3,7500,low
2621600015,120000.0,2015-01-21,3,8924,low
7972000010,120750.0,2014-05-20,3,9628,low
8151600470,121800.0,2014-08-04,2,8384,low
7454000145,122000.0,2015-03-06,2,6840,low
1917300025,122000.0,2015-01-27,2,6000,low
1446401460,122000.0,2015-04-22,2,5280,low
4438000165,122000.0,2015-04-20,2,6728,low
1446403617,123000.0,2014-07-02,2,6600,low
1950900245,123300.0,2014-12-26,3,8050,low
3598600049,124000.0,2014-10-03,1,7203,low
795000620,124000.0,2014-12-15,3,6250,low
3353402400,124500.0,2015-03-26,2,6480,low
6600410170,124740.0,2014-05-28,3,15600,low
1450100390,125000.0,2014-09-05,3,7314,low
6303401150,125000.0,2014-09-24,2,8382,low
3501100050,125000.0,2014-12-10,3,4800,low
859000110,125000.0,2014-10-02,1,7440,low
7140800100,125000.0,2014-10-14,3,7276,low
1352300990,126000.0,2014-08-26,1,4400,low
723049530,126500.0,2015-05-05,3,12212,low
421049114,128000.0,2014-10-09,3,11117,low
1898700050,128000.0,2015-04-28,3,9690,low
8651411260,128000.0,2014-11-13,2,5393,low
7116000350,128750.0,2014-07-18,3,7004,low
6146600175,129000.0,2014-11-07,2,5240,low
87000213,129000.0,2014-06-13,2,30184,low
2722059292,129000.0,2014-06-04,1,15364,low
4337600205,129888.0,2014-11-12,2,9900,low
13001215,130000.0,2015-03-05,3,5100,low
2500600289,130000.0,2015-04-16,2,7500,low
9272202260,130000.0,2014-09-24,3,7000,low
41000454,130000.0,2014-08-15,2,9000,low
1238500451,130000.0,2015-02-09,3,7520,low
2354300456,130000.0,2015-03-11,2,1500,low
7973202712,130000.0,2015-03-24,2,5300,low
6450302546,130000.0,2014-10-21,2,6654,low
4014400237,132500.0,2014-05-23,3,10500,low
6303401050,132500.0,2015-02-20,3,8573,low
8651402750,132825.0,2015-02-18,3,5200,low
7129304540,133000.0,2014-12-20,5,5600,low
1697000400,133000.0,2015-03-30,3,9115,low
9320901250,133400.0,2014-09-10,3,2550,low
3361402041,134000.0,2014-10-30,3,8508,low
5061300030,134000.0,2014-05-08,2,5000,low
179001101,135000.0,2015-01-05,3,3000,low
7335400345,135000.0,2014-05-28,2,6685,low
985001015,135000.0,2014-06-04,1,13062,low
723049158,135000.0,2015-03-13,4,18599,low
2522069064,135000.0,2014-10-27,2,7250,low
3361400980,135000.0,2015-05-12,2,6120,low
3298701025,135000.0,2015-04-27,2,5217,low
5560000650,135000.0,2014-12-02,3,8450,low
1951600250,135000.0,2015-04-06,3,9600,low
2586800140,135000.0,2014-11-18,2,7609,low
3352400661,135900.0,2014-11-10,2,3800,low
8945100320,136500.0,2014-05-06,3,8580,low
7140600225,137000.0,2015-02-17,3,10125,low
7972604345,137000.0,2014-05-19,3,7620,low
2323059074,137124.0,2014-07-09,3,27442,low
9368700270,137900.0,2015-04-01,3,5082,low
7227500910,139000.0,2014-06-24,2,5280,low
3751600025,139000.0,2014-05-14,3,17334,low
3512100050,139000.0,2015-02-24,4,10648,low
5466310060,139500.0,2015-03-24,2,1561,low
9543000205,139950.0,2015-04-13,0,4269,low
7468900270,140000.0,2014-07-29,3,10114,low
7888000390,140000.0,2014-06-27,3,7473,low
1922059010,140000.0,2015-01-21,2,6052,low
7399100210,140000.0,2014-11-26,3,2002,low
7875200005,140000.0,2015-01-15,3,10560,low
7686203275,140000.0,2015-02-27,3,8000,low
3340401535,140000.0,2014-11-05,1,6890,low
1951500030,140000.0,2015-02-04,3,10620,low
7614100080,140000.0,2015-02-11,3,8991,low
4006000401,140000.0,2014-08-11,2,6400,low
7227500865,141800.0,2014-05-19,2,4743,low
3980300371,142000.0,2014-09-26,0,20875,low
1735800050,142500.0,2015-04-09,1,6825,low
4330600360,142500.0,2014-06-17,4,13300,low
4239400960,143000.0,2014-12-12,3,3315,low
6197200021,144000.0,2014-11-06,3,6800,low
1432400345,144000.0,2015-04-21,3,8314,low
7686205020,144975.0,2015-03-12,2,7500,low
745000005,145000.0,2014-08-25,1,9750,low
2870000040,145000.0,2014-11-10,2,8125,low
6099400053,145000.0,2014-05-29,3,5490,low
1922059278,145000.0,2014-10-14,3,11880,low
1432400490,145600.0,2015-04-01,3,7560,low
9320900610,146000.0,2014-12-31,3,4770,low
111000190,146000.0,2015-02-09,2,9750,low
3977630130,146300.0,2015-03-25,3,9668,low
3306200230,147000.0,2015-03-03,3,9606,low
3347400525,147000.0,2014-12-16,3,14000,low
422049178,147200.0,2015-02-12,3,9600,low
1823049182,147400.0,2014-09-15,3,9225,low
8802400416,147500.0,2015-02-13,3,8498,low
7138000170,147500.0,2015-01-02,3,10125,low
1865800250,147500.0,2014-12-04,3,6552,low
2114700615,148000.0,2014-07-08,2,4200,low
123039336,148000.0,2014-06-11,1,8261,low
1682000350,148226.0,2014-07-08,3,7360,low
2891000610,148900.0,2014-12-11,4,6000,low
723049156,149000.0,2014-05-23,3,8645,low
4239400920,149000.0,2014-09-22,3,2800,low
9536601996,149500.0,2014-06-10,3,9450,low
3530530110,149900.0,2015-02-17,2,1950,low
8651430370,150000.0,2015-04-25,3,5200,low
522069097,150000.0,2014-11-25,2,212137,low
2788400020,150000.0,2014-07-10,3,9527,low
5126900310,150000.0,2015-03-25,2,7200,low
2113701095,150000.0,2014-07-17,2,4045,low
1437500015,150000.0,2014-07-09,3,38500,low
8698600395,150000.0,2015-03-24,2,5208,low
4058802105,150000.0,2014-09-04,3,6776,low
1843200350,150000.0,2014-07-22,2,1934,low
6031400013,150000.0,2014-06-16,3,8056,low
3395800455,150000.0,2014-06-25,2,8100,low
5126900100,150000.0,2014-09-23,2,7275,low
2976800749,150000.0,2014-10-31,4,7254,low
5062300280,150000.0,2015-04-16,3,6488,low
7200179,150000.0,2014-10-16,2,12750,low
425000230,150000.0,2014-12-30,2,5700,low
3089000005,150000.0,2014-07-24,2,54000,low
7888000400,150000.0,2014-06-03,3,8220,low
7116000425,150000.0,2014-11-25,2,4120,low
4031000250,150000.0,2014-06-26,3,9612,low
3426079024,150000.0,2014-05-21,3,25000,low
4302201045,150000.0,2014-05-28,3,7680,low
1723049567,150000.0,2014-07-30,3,24684,low
2873000260,150000.0,2015-03-05,3,7210,low
523049195,150000.0,2014-05-22,2,10270,low
8864000250,150550.0,2014-08-27,4,6061,low
2114700090,151000.0,2015-03-01,2,5040,low
7227500830,151000.0,2014-05-28,2,4222,low
7520000695,151100.0,2014-11-04,3,4495,low
3423059081,151600.0,2014-10-09,2,16988,low
1822059057,152000.0,2014-07-25,2,13500,low
5147600095,152000.0,2015-01-21,3,7754,low
1113000430,152000.0,2014-07-29,3,10464,low
8651442810,152000.0,2014-07-10,3,4875,low
4239400730,152000.0,2014-06-25,3,3264,low
3163600076,152275.0,2014-07-30,1,6871,low
4239400840,152500.0,2014-10-29,3,3523,low
4222310010,152500.0,2014-12-26,4,7350,low
2420069017,152900.0,2015-03-24,1,4368,low
7812801115,153000.0,2014-06-13,3,6405,low
4337600005,153000.0,2015-02-03,2,9000,low
4168000060,153000.0,2015-02-26,3,10500,low
7568700480,153000.0,2015-03-23,2,10152,low
4356200210,153500.0,2015-03-18,3,4810,low
818500490,153503.0,2014-10-09,2,3649,low
4045500130,154000.0,2014-09-09,2,20524,low
3356403304,154000.0,2014-10-16,3,9997,low
7973202225,154200.0,2015-01-06,4,8640,low
4383500030,154500.0,2014-09-24,3,9465,low
3802000020,154950.0,2014-07-09,4,10183,low
418000310,155000.0,2014-05-14,2,5200,low
7883603425,155000.0,2014-05-29,3,6250,low
2329700440,155000.0,2014-10-27,3,8400,low
7883607645,155000.0,2014-06-02,1,6000,low
4006000307,155000.0,2014-09-16,2,4755,low
2626119062,155000.0,2014-11-12,3,6098,low
1437500035,155000.0,2014-10-10,2,43056,low
1443500385,155000.0,2014-05-13,2,6232,low
7116500705,156000.0,2015-01-29,2,5889,low
3674400035,156000.0,2014-05-12,3,8580,low
5379804730,156000.0,2014-07-18,3,9750,low
8655900162,156000.0,2015-02-19,1,15000,low
3163600015,156000.0,2015-01-28,2,4000,low
3812400202,156000.0,2014-11-14,2,6138,low
2538800030,156601.0,2015-02-17,2,9750,low
922049078,157000.0,2014-11-18,1,26326,low
937000330,157000.0,2014-12-24,3,11530,low
795000620,157000.0,2015-03-11,3,6250,low
3422059085,157340.0,2015-03-24,2,23000,low
7883600700,157500.0,2015-01-22,2,4500,low
1123049027,157500.0,2015-03-19,3,27008,low
522059327,157500.0,2014-05-28,2,9003,low
2329600040,158000.0,2014-11-18,3,8925,low
7129300595,158000.0,2015-05-06,3,6090,low
6083000123,158000.0,2015-05-04,3,10477,low
7697870600,158000.0,2014-09-09,3,7200,low
8857600780,158550.0,2014-10-03,5,8100,low
2641800015,158800.0,2014-11-24,3,8291,low
1823059030,159000.0,2014-08-18,3,6534,low
3356403400,159000.0,2014-07-24,3,20000,low
7812800515,159075.0,2014-10-25,4,6200,low
7812800855,159100.0,2015-03-11,2,7095,low
8581400450,159995.0,2014-10-28,2,5026,low
1099600620,160000.0,2015-03-26,3,6497,low
2599700040,160000.0,2014-12-30,4,7350,low
8945300290,160000.0,2015-02-26,3,8976,low
7135300026,160000.0,2014-12-24,2,4750,low
7338000150,160000.0,2015-01-29,2,4200,low
3298700820,160000.0,2014-10-24,3,5355,low
2019200220,160000.0,2014-09-23,3,8682,low
2172000750,160000.0,2014-05-27,2,9350,low
7888100090,160000.0,2014-09-25,4,7298,low
9265410090,160000.0,2014-10-08,3,8006,low
3812400657,160000.0,2014-12-04,3,8360,low
1311400120,160000.0,2014-08-01,3,7392,low
6146600185,160000.0,2014-05-07,2,13100,low
1871400585,160000.0,2015-04-22,2,13647,low
423049067,160000.0,2015-02-05,2,7742,low
3336001316,160000.0,2014-11-06,2,4500,low
5029451010,160000.0,2014-07-11,3,7000,low
2005600090,160000.0,2014-05-14,3,11900,low
522039106,160000.0,2014-06-06,3,103237,low
1202000140,160000.0,2014-12-10,3,8000,low
9133600135,160000.0,2015-02-11,4,14722,low
2626119028,160000.0,2015-03-23,3,3240,low
2008200060,160000.0,2014-06-24,3,9600,low
5466300130,160000.0,2014-09-17,2,2258,low
4140900270,160000.0,2015-04-27,2,23030,low
8649400790,160000.0,2015-01-13,3,18552,low
4435000705,160000.0,2014-07-08,3,8700,low
3384300100,160134.0,2014-12-26,3,10116,low
6056100150,160797.0,2014-06-23,3,2356,low
1523049207,161000.0,2014-08-05,4,8043,low
3021059155,161500.0,2014-12-12,3,6000,low
1099760470,161700.0,2014-06-04,4,7200,low
7227801955,162000.0,2014-09-19,4,7641,low
9211500730,162000.0,2015-02-18,3,6750,low
6151800612,162000.0,2015-01-07,4,16638,low
5126900200,162248.0,2015-04-29,2,8960,low
2690600005,162500.0,2014-10-01,2,6141,low
1311800130,162500.0,2015-01-23,3,7417,low
3530420020,162950.0,2014-07-11,2,2784,low
2724201202,163000.0,2015-03-04,2,7543,low
6147600040,163000.0,2015-02-24,3,4811,low
1443501020,163250.0,2014-11-13,2,8150,low
7468900235,163500.0,2014-10-22,3,7200,low
6661200320,163500.0,2014-07-23,2,3419,low
2724049222,163800.0,2014-08-02,2,1092,low
2599000370,164000.0,2014-11-03,3,8250,low
8651442440,164000.0,2014-10-23,4,4875,low
5476200160,164808.0,2014-07-25,3,5411,low
1219000473,164950.0,2014-06-26,3,15330,low
3333002450,165000.0,2014-07-08,1,8050,low
1432400120,165000.0,2014-11-11,3,7690,low
7211401610,165000.0,2014-08-20,3,5000,low
3969300030,165000.0,2014-07-23,4,7134,low
3004800175,165000.0,2015-04-16,3,5156,low
123039279,165000.0,2014-07-11,2,7768,low
7149410060,165000.0,2014-08-20,3,7200,low
3365901435,165000.0,2014-06-23,3,13100,low
2698200010,165000.0,2015-05-13,3,7334,low
425200205,165000.0,2014-10-03,3,10152,low
3751604895,165000.0,2014-06-05,3,19200,low
5466310730,165000.0,2014-08-22,3,2415,low
7657000540,165000.0,2014-09-02,4,7980,low
3438503045,165000.0,2015-01-20,2,6380,low
2822049210,165000.0,2014-08-25,3,22764,low
4435600330,165000.0,2014-07-26,3,8700,low
9189700255,165000.0,2015-01-05,3,7503,low
7696600240,165000.0,2014-10-23,3,7742,low
1446400725,165000.0,2014-06-10,3,6600,low
2320069248,165050.0,2014-07-01,3,8514,low
7812800681,166000.0,2015-01-02,2,8487,low
3751600146,166000.0,2014-10-23,1,17332,low
6082400083,166000.0,2015-04-30,3,11675,low
1865820370,166600.0,2014-11-13,3,8690,low
1432600560,166950.0,2014-11-05,3,8820,low
4331000265,167000.0,2014-09-26,3,7456,low
8649401270,167000.0,2015-04-30,1,10235,low
7338000730,167000.0,2014-07-28,3,5547,low
3332000195,167500.0,2014-09-24,3,3090,low
3830210020,168000.0,2014-07-29,3,7210,low
880000005,168000.0,2014-05-22,2,2174,low
2892700041,168000.0,2014-07-14,3,7439,low
3530430155,168000.0,2014-05-30,2,3568,low
8856004415,168000.0,2015-03-25,3,8000,low
8092000330,168500.0,2014-05-28,3,10125,low
923049110,168500.0,2015-01-29,2,7742,low
121039038,169000.0,2014-08-19,3,18459,low
6669020290,169000.0,2014-10-23,3,9775,low
5556900080,169000.0,2014-09-26,3,7686,low
3701900085,169000.0,2014-08-05,3,6450,low
3352402195,169000.0,2014-07-16,3,7110,low
302000375,169100.0,2014-08-14,3,18304,low
5016003230,169317.0,2015-02-18,2,4000,low
7956200220,169500.0,2014-08-11,3,10023,low
5126900405,169500.0,2014-07-31,2,7450,low
7983000200,169575.0,2014-10-05,3,8284,low
8005100360,169900.0,2014-09-16,3,5800,low
3384300160,169950.0,2014-09-16,3,9832,low
5560000480,169950.0,2014-09-08,3,8470,low
3365900465,170000.0,2015-02-19,3,10176,low
226109056,170000.0,2015-03-26,1,5600,low
5083000375,170000.0,2014-10-27,3,9529,low
5379802090,170000.0,2014-07-14,3,7015,low
7686202065,170000.0,2014-07-23,4,7500,low
7466900220,170000.0,2014-12-12,2,11400,low
3445000274,170000.0,2015-05-13,3,8710,low
1788700070,170000.0,2014-06-27,2,8424,low
6303400290,170000.0,2015-01-26,2,8636,low
40000471,170000.0,2014-06-04,2,18540,low
7812800865,170000.0,2014-11-19,2,9882,low
4463400195,170000.0,2014-07-18,2,21750,low
2123049498,170000.0,2015-01-20,3,10780,low
1796100140,170000.0,2014-07-15,3,81549,low
5379804470,170000.0,2014-06-17,4,13787,low
7812800155,170000.0,2015-03-18,3,6750,low
87000245,170000.0,2014-09-30,3,42180,low
8148600020,170000.0,2014-09-26,2,6537,low
203101370,170000.0,2014-06-30,2,24792,low
7849202585,170000.0,2014-09-04,1,4560,low
6874200960,170000.0,2015-02-27,2,5265,low
1446403145,170000.0,2015-01-22,2,9900,low
9352900695,170000.0,2014-09-22,3,5670,low
8898700820,170500.0,2014-07-07,2,7700,low
8643200060,170500.0,2014-09-23,3,13939,low
42000245,171000.0,2014-06-13,4,19672,low
3353402390,171500.0,2015-05-01,3,6480,low
3454800060,171800.0,2015-01-08,4,9600,low
3584000400,172000.0,2014-12-11,3,10260,low
2113700825,172000.0,2014-07-31,3,4700,low
1788700295,172000.0,2015-03-11,3,9680,low
3831200200,172040.0,2015-04-20,3,7134,low
8945100530,172380.0,2015-03-13,3,8378,low
7229700105,172500.0,2015-04-24,2,20685,low
3750604417,172500.0,2014-05-26,3,8800,low
7686203180,172500.0,2014-08-12,3,7500,low
7148200040,173000.0,2015-02-10,4,8460,low
522059013,173000.0,2014-06-12,2,10450,low
3826000560,173000.0,2014-10-02,2,8100,low
6404600006,173250.0,2014-08-20,3,9097,low
7348200195,173250.0,2014-12-09,3,12696,low
3353400120,174000.0,2014-07-01,2,13531,low
179000100,174000.0,2014-08-26,2,4854,low
818500100,174500.0,2014-06-03,2,2689,low
2946003415,174500.0,2014-05-16,2,5200,low
7883606725,174900.0,2014-11-11,3,6000,low
3603000410,174950.0,2014-12-08,2,6000,low
8651441750,174950.0,2014-05-15,3,5200,low
8858100020,175000.0,2015-03-16,3,8415,low
402000110,175000.0,2014-10-17,2,5508,low
2973800030,175000.0,2014-07-21,3,6600,low
7891600260,175000.0,2014-06-18,2,5000,low
1432400095,175000.0,2014-11-06,3,7572,low
5132000140,175000.0,2014-06-18,6,5080,low
2337300370,175000.0,2015-02-06,3,8395,low
5272200005,175000.0,2015-02-18,2,6911,low
6661200050,175000.0,2014-05-28,2,2699,low
4131500140,175000.0,2015-02-12,5,8400,low
6143000020,175000.0,2014-10-27,3,17003,low
1446401190,175000.0,2015-03-17,2,6600,low
9564800145,175000.0,2014-05-06,3,7034,low
835000055,175000.0,2014-06-20,2,5130,low
2613200025,175000.0,2015-03-13,2,28270,low
7200179,175000.0,2015-04-24,2,12750,low
2724049185,175000.0,2015-03-25,3,4920,low
2420069242,175000.0,2014-09-25,2,3434,low
1610000016,175000.0,2014-09-11,4,6030,low
3876500290,175000.0,2015-03-05,3,6164,low
9407110700,175000.0,2015-01-13,3,9775,low
2460600040,175000.0,2014-06-16,3,7300,low
303000445,175000.0,2014-05-23,2,44431,low
7349800780,175000.0,2014-08-05,2,9800,low
3601200017,175000.0,2014-07-02,4,6000,low
9183700845,175000.0,2014-12-18,2,7150,low
6911700066,175000.0,2014-06-04,2,2378,low
4012800050,175000.0,2014-05-21,3,13056,low
5269200050,175000.0,2015-03-05,2,8174,low
1823049202,175000.0,2014-06-10,6,8400,low
1922059298,175000.0,2015-04-14,3,11880,low
1022049182,175000.0,2015-04-28,1,8685,low
4202400078,175000.0,2015-01-28,2,7000,low
6052400575,175000.0,2014-05-14,2,8925,low
2621600015,175000.0,2015-04-30,3,8924,low
796000085,175000.0,2014-09-23,4,6250,low
6056100165,175003.0,2014-12-01,3,1882,low
8651402660,175409.0,2014-10-08,4,5530,low
3530500010,176000.0,2014-09-30,2,2332,low
8651402910,176000.0,2014-08-06,2,5200,low
7428000120,176000.0,2014-12-10,3,5449,low
4123800320,176000.0,2015-02-06,3,5434,low
7335400400,176250.0,2015-04-10,4,6702,low
3828000405,176500.0,2015-01-16,3,9900,low
5412310170,177000.0,2014-06-19,3,8079,low
8651430870,177000.0,2015-03-03,3,5200,low
4202400135,177500.0,2014-06-26,3,6000,low
1330280100,178000.0,2014-08-01,3,5734,low
4312700340,178000.0,2015-03-18,4,11163,low
3800008,178000.0,2015-02-24,5,18200,low
8651430780,178000.0,2014-07-15,3,6500,low
3530490160,178500.0,2014-08-21,2,3447,low
2730000270,178500.0,2015-02-12,3,10511,low
8857600220,178500.0,2014-10-23,3,8470,low
9407102460,178500.0,2015-03-23,3,10450,low
5147600105,178500.0,2014-07-21,2,6460,low
8651400680,179000.0,2014-08-13,3,5200,low
5379805495,179000.0,2015-04-13,2,8914,low
3388110230,179000.0,2014-07-29,4,7175,low
421049254,179000.0,2014-10-02,2,8760,low
3204500340,179500.0,2014-12-19,3,32214,low
1450000210,179500.0,2015-01-28,3,8100,low
6600410480,179900.0,2014-08-28,3,9920,low
3356402232,179900.0,2014-09-24,3,12000,low
133000070,179900.0,2014-09-16,2,6400,low
3518000180,179950.0,2014-11-20,2,7323,low
8651401960,179950.0,2015-04-13,4,5200,low
8651410190,179950.0,2014-11-12,3,4875,low
7683800192,179950.0,2014-11-07,3,10125,low
1003400245,179950.0,2014-12-01,3,9907,low
1788300010,179950.0,2014-12-11,2,9000,low
1604601155,180000.0,2014-12-08,3,3540,low
1423200110,180000.0,2015-05-13,2,9450,low
3356407665,180000.0,2014-09-24,3,16000,low
3331001285,180000.0,2015-01-08,3,5500,low
2560801222,180000.0,2014-06-18,3,6350,low
2225079030,180000.0,2014-12-12,2,87991,low
6623400050,180000.0,2014-09-09,4,18581,low
1951100100,180000.0,2014-11-13,3,11055,low
3298701070,180000.0,2015-02-25,3,6771,low
8945200860,180000.0,2014-12-11,3,8960,low
8651430560,180000.0,2014-05-22,3,5330,low
1551500130,180000.0,2014-05-22,4,7292,low
8651411070,180000.0,2014-09-25,3,4875,low
623049094,180000.0,2014-05-16,3,18513,low
425000065,180000.0,2014-10-21,2,5695,low
2085200545,180000.0,2014-08-21,3,5700,low
423059184,180000.0,2014-12-01,3,9583,low
3915500045,180000.0,2014-11-14,3,8581,low
3185600040,180000.0,2014-05-22,2,4500,low
8151601190,180000.0,2014-12-03,5,11726,low
6163900073,180000.0,2014-09-05,2,9370,low
3192000085,180000.0,2014-08-07,3,10215,low
7575500040,180000.0,2014-12-12,3,8863,low
1180002580,180000.0,2015-03-19,2,6000,low
5631500400,180000.0,2015-02-25,2,10000,low
5198600010,180000.0,2014-08-19,3,7056,low
1951600150,180000.0,2015-04-08,3,8500,low
1222000055,180250.0,2014-11-23,2,9600,low
2560800165,180500.0,2015-03-16,2,5000,low
4345000510,180500.0,2014-10-15,3,8518,low
8645500160,180500.0,2015-01-07,3,9800,low
7899800890,181000.0,2015-02-26,2,5120,low
3080000005,181000.0,2015-04-17,2,4000,low
3523029059,181000.0,2014-07-31,2,10807,low
7893206095,181100.0,2014-07-16,4,7500,low
4324500180,182000.0,2014-09-26,3,7350,low
1670400090,182000.0,2014-11-24,3,18055,low
7682200340,182000.0,2014-07-28,3,8875,low
257000263,182200.0,2014-10-21,4,13927,low
9543000945,182500.0,2015-04-27,3,4744,low
7696500280,182500.0,2014-10-27,3,7194,low
2122049096,182500.0,2014-08-08,2,13920,low
6056100160,182568.0,2014-07-28,4,2106,low
9211500620,182700.0,2014-10-08,3,6650,low
7943000020,183000.0,2015-03-26,2,7272,low
8651430220,183000.0,2014-07-25,3,5200,low
3313600340,183000.0,2014-06-16,3,8100,low
8122100835,183000.0,2014-08-12,2,5140,low
7338000850,183000.0,2014-07-31,3,4366,low
1422700040,183000.0,2015-05-14,3,7320,low
1424100100,183000.0,2014-06-10,3,9200,low
1788300020,183500.0,2014-07-08,3,8892,low
8856003525,183500.0,2015-03-23,3,7520,low
646910150,183750.0,2015-03-26,3,3451,low
4006000571,183750.0,2015-03-12,5,5453,low
302000065,184000.0,2015-01-29,3,14850,low
8945000910,184000.0,2015-03-26,3,8680,low
6143600580,184000.0,2014-05-05,3,10125,low
7338000270,184500.0,2015-04-21,3,3640,low
3352400004,184500.0,2015-01-29,2,5880,low
2420069268,184900.0,2014-08-21,2,5000,low
1788800080,184900.0,2014-07-30,3,10080,low
2525300540,185000.0,2014-11-14,3,9605,low
9542802000,185000.0,2014-12-29,3,7000,low
4233400340,185000.0,2014-08-20,3,10816,low
304000530,185000.0,2014-05-12,3,8470,low
7338000800,185000.0,2014-11-20,3,4031,low
1217000340,185000.0,2014-06-06,3,8100,low
1951600240,185000.0,2014-12-08,3,9198,low
5381000082,185000.0,2015-01-08,2,6750,low
7340600845,185000.0,2014-08-06,4,6700,low
3313600077,185000.0,2014-09-19,3,7155,low
1446400564,185000.0,2014-05-07,4,6600,low
3826000070,185000.0,2014-05-15,3,8100,low
3327000070,185000.0,2015-04-20,3,7800,low
5153200486,185000.0,2014-07-15,5,27810,low
6123600285,185000.0,2014-11-07,3,7755,low
1788900380,185000.0,2015-02-12,2,9100,low
3750603492,185000.0,2014-07-15,3,17040,low
2320069107,185000.0,2014-08-22,2,16030,low
7967600069,185000.0,2014-11-17,3,9135,low
7135300275,185000.0,2014-09-04,1,5000,low
7399100040,185000.0,2015-03-09,3,1848,low
7686202635,185000.0,2014-08-12,2,8000,low
7878400043,185000.0,2014-08-05,3,9262,low
923049400,185000.0,2014-11-19,2,11340,low
1099600220,185000.0,2015-01-08,3,6400,low
623049185,185000.0,2014-07-02,5,6700,low
1950900005,185000.0,2014-10-03,3,7125,low
6623400187,185000.0,2014-09-23,4,8906,low
7796600085,185000.0,2015-01-08,4,8684,low
1788800630,185000.0,2015-02-25,3,12091,low
7137800085,185000.0,2014-10-03,3,9085,low
5379806185,185850.0,2015-03-06,3,11662,low
8856001090,185900.0,2015-01-30,3,10890,low
3141600210,186000.0,2014-06-19,3,4320,low
2212900470,186000.0,2015-02-11,3,10080,low
4388000070,186000.0,2015-01-27,3,7967,low
1665400045,186375.0,2015-04-28,3,7636,low
9268710220,186950.0,2014-05-28,2,1302,low
792000006,187000.0,2014-07-09,2,11600,low
419000035,187000.0,2014-10-15,2,5400,low
7338000950,187000.0,2014-10-21,3,4452,low
1221000562,187000.0,2014-07-22,3,1803,low
5437820250,187000.0,2014-11-10,2,10346,low
3530430100,187000.0,2014-08-15,2,2926,low
8018600980,187250.0,2014-12-03,2,14700,low
9382200121,187300.0,2014-07-18,2,7697,low
8581200350,187500.0,2014-06-17,3,7000,low
1788800770,187500.0,2014-07-28,3,8400,low
1645000100,188000.0,2015-01-29,3,8500,low
